reaction_id,substrate_smiles,substrate_class,leaving_group,reagent_smiles,reagent_role,solvent_type,temperature_class,mechanism_class
2245,CCCCI,1°,I,CC[O-],strong_base,polar_aprotic,low,SN2
2246,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_protic,room_temp,other
2247,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,polar_protic,heat,E2
2248,CCBr,1°,Br,RS-,strong_nucleophile,non_polar,room_temp,SN2
2249,CCCCl,1°,Cl,CO,weak_nucleophile,non_polar,room_temp,SN2
2250,CC(C)CBr,1°,Br,[OH-],strong_base,polar_aprotic,low,SN2
2251,C1CCCCC1,alkane,None,Cl2,radical_source,polar_protic,room_temp,radical_substitution
2252,CI,methyl,I,I-,strong_nucleophile,polar_aprotic,low,SN2
2253,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_protic,room_temp,other
2254,CCCCl,1°,Cl,CN-,strong_nucleophile,polar_protic,low,SN2
2255,CC(C)Br,2°,Br,Br2,radical_source,polar_protic,low,other
2256,CCC(C)(C)I,3°,I,I-,strong_nucleophile,polar_protic,low,other
2257,CC(C)I,2°,I,Cl,acid,polar_aprotic,low,other
2258,CCC,alkane,None,Cl2,radical_source,non_polar,room_temp,radical_substitution
2259,CCCCl,1°,Cl,Cl2,radical_source,polar_protic,heat,other
2260,CCC(C)Cl,2°,Cl,CC[O-],strong_base,polar_protic,room_temp,other
2261,CI,methyl,I,RS-,strong_nucleophile,polar_protic,room_temp,SN2
2262,BrC1CCCCC1,2°,Br,CC[O-],strong_base,polar_aprotic,heat,E2
2263,CC(C)Br,2°,Br,[OH-],strong_base,non_polar,heat,E2
2264,CCC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_aprotic,heat,other
2265,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_protic,room_temp,other
2266,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_aprotic,room_temp,SN2
2267,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,non_polar,low,other
2268,CC(C)CBr,1°,Br,RS-,strong_nucleophile,polar_protic,heat,SN2
2269,CCBr,1°,Br,RS-,strong_nucleophile,non_polar,low,SN2
2270,CC(C)CBr,1°,Br,I-,strong_nucleophile,polar_protic,room_temp,SN2
2271,CC(C)C,alkane,None,Cl2,radical_source,polar_protic,heat,radical_substitution
2272,CC(C)Br,2°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN1
2273,CCC(C)(C)Br,3°,Br,Cl,acid,polar_protic,heat,other
2274,CCCCl,1°,Cl,CC[O-],strong_base,polar_aprotic,heat,SN2
2275,CCC(C)(C)I,3°,I,CC[O-],strong_base,polar_aprotic,heat,E2
2276,CC(C)CBr,1°,Br,O,weak_nucleophile,non_polar,heat,SN2
2277,CCl,methyl,Cl,RS-,strong_nucleophile,polar_protic,room_temp,SN2
2278,CI,methyl,I,CC[O-],strong_base,non_polar,low,SN2
2279,CC(C)CBr,1°,Br,RS-,strong_nucleophile,polar_protic,heat,SN2
2280,CC(C)I,2°,I,Br,acid,polar_protic,heat,other
2281,CC(C)Br,2°,Br,Br,acid,non_polar,heat,other
2282,CCl,methyl,Cl,O,weak_nucleophile,polar_aprotic,heat,SN2
2283,CC(C)CBr,1°,Br,Cl2,radical_source,non_polar,heat,other
2284,C=C(C)C,alkene,None,Cl,acid,polar_aprotic,low,electrophilic_addition
2285,CC(C)I,2°,I,CC[O-],strong_base,polar_aprotic,low,other
2286,CCl,methyl,Cl,CO,weak_nucleophile,non_polar,low,SN2
2287,CCBr,1°,Br,CN-,strong_nucleophile,polar_aprotic,low,SN2
2288,CCC(C)Cl,2°,Cl,[OH-],strong_base,non_polar,low,other
2289,C=CC,alkene,None,Cl2,radical_source,polar_protic,low,electrophilic_addition
2290,CC(C)I,2°,I,Cl2,radical_source,polar_aprotic,room_temp,other
2291,CC(C)CBr,1°,Br,CC[O-],strong_base,polar_aprotic,heat,SN2
2292,CC(C)CBr,1°,Br,O,weak_nucleophile,polar_protic,heat,SN2
2293,CCC(C)Cl,2°,Cl,CN-,strong_nucleophile,polar_protic,low,other
2294,CC(C)Br,2°,Br,CC[O-],strong_base,polar_protic,low,other
2295,C=C(C)C,alkene,None,Br,acid,non_polar,room_temp,electrophilic_addition
2296,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_protic,heat,other
2297,CC(C)(C)Br,3°,Br,O,weak_nucleophile,non_polar,low,other
2298,CCCCl,1°,Cl,CO,weak_nucleophile,polar_aprotic,heat,SN2
2299,CC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_protic,heat,E1
2300,CCBr,1°,Br,[OH-],strong_base,polar_aprotic,low,SN2
2301,CCl,methyl,Cl,I-,strong_nucleophile,polar_aprotic,low,SN2
2302,CBr,methyl,Br,Cl2,radical_source,non_polar,low,other
2303,CCC(C)(C)I,3°,I,RS-,strong_nucleophile,polar_protic,heat,other
2304,CCC(C)Cl,2°,Cl,[OH-],strong_base,polar_aprotic,heat,E2
2305,CCCCl,1°,Cl,Cl2,radical_source,polar_aprotic,low,other
2306,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_protic,room_temp,other
2307,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_protic,room_temp,other
2308,CBr,methyl,Br,I-,strong_nucleophile,polar_aprotic,room_temp,SN2
2309,CBr,methyl,Br,Br,acid,polar_protic,heat,other
2310,C=C(C)C,alkene,None,Cl2,radical_source,non_polar,low,electrophilic_addition
2311,BrC1CCCCC1,2°,Br,Cl,acid,non_polar,heat,other
2312,BrC1CCCCC1,2°,Br,Br,acid,non_polar,room_temp,other
2313,CCCCI,1°,I,I-,strong_nucleophile,polar_aprotic,room_temp,SN2
2314,BrC1CCCCC1,2°,Br,Br,acid,non_polar,low,other
2315,CCCCl,1°,Cl,Cl,acid,polar_aprotic,heat,other
2316,CCC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_protic,heat,other
2317,CCC(C)Cl,2°,Cl,[OH-],strong_base,non_polar,heat,E2
2318,BrC1CCCCC1,2°,Br,Cl2,radical_source,polar_protic,heat,other
2319,CC(C)I,2°,I,Cl,acid,polar_aprotic,low,other
2320,CCCCI,1°,I,I-,strong_nucleophile,polar_aprotic,low,SN2
2321,BrC1CCCCC1,2°,Br,Br,acid,non_polar,low,other
2322,BrC1CCCCC1,2°,Br,Cl,acid,polar_protic,heat,other
2323,CCC(C)Cl,2°,Cl,O,weak_nucleophile,polar_protic,low,SN1
2324,CC(C)(C)Br,3°,Br,Br,acid,polar_protic,heat,other
2325,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,polar_aprotic,low,SN2
2326,CCCCl,1°,Cl,Cl,acid,polar_aprotic,heat,other
2327,CC(C)(C)Cl,3°,Cl,CO,weak_nucleophile,polar_protic,heat,E1
2328,CCCCl,1°,Cl,CC[O-],strong_base,polar_aprotic,heat,SN2
2329,BrC1CCCCC1,2°,Br,Cl,acid,polar_aprotic,room_temp,other
2330,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_aprotic,heat,other
2331,CCl,methyl,Cl,CC[O-],strong_base,polar_aprotic,room_temp,SN2
2332,CCC(C)Cl,2°,Cl,Cl2,radical_source,non_polar,room_temp,other
2333,C=C(C)C,alkene,None,Br,acid,polar_protic,low,electrophilic_addition
2334,CC(C)CBr,1°,Br,I-,strong_nucleophile,polar_protic,heat,SN2
2335,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_protic,low,other
2336,CCl,methyl,Cl,CC[O-],strong_base,non_polar,low,SN2
2337,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,polar_protic,low,other
2338,CC(C)CBr,1°,Br,O,weak_nucleophile,polar_protic,low,SN2
2339,CCC(C)Cl,2°,Cl,Cl,acid,polar_aprotic,room_temp,other
2340,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_protic,heat,other
2341,CCl,methyl,Cl,CN-,strong_nucleophile,non_polar,heat,SN2
2342,CCl,methyl,Cl,CN-,strong_nucleophile,non_polar,heat,SN2
2343,CC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,heat,other
2344,CC(C)Br,2°,Br,CC[O-],strong_base,non_polar,room_temp,other
2345,CCC(C)Cl,2°,Cl,[OH-],strong_base,polar_protic,room_temp,other
2346,CCC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN1
2347,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_aprotic,heat,other
2348,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,non_polar,low,other
2349,CCCCI,1°,I,CC[O-],strong_base,non_polar,heat,SN2
2350,CCCCl,1°,Cl,Cl2,radical_source,polar_protic,heat,other
2351,CCBr,1°,Br,Cl2,radical_source,polar_aprotic,heat,other
2352,CC(C)I,2°,I,I-,strong_nucleophile,non_polar,heat,other
2353,CCC(C)(C)I,3°,I,Cl2,radical_source,polar_protic,low,other
2354,C=CC,alkene,None,Br,acid,polar_aprotic,heat,electrophilic_addition
2355,BrC1CCCCC1,2°,Br,CN-,strong_nucleophile,polar_aprotic,low,SN2
2356,CCCCI,1°,I,Cl,acid,polar_aprotic,room_temp,other
2357,CCCCI,1°,I,CN-,strong_nucleophile,polar_aprotic,heat,SN2
2358,CC(C)(C)Cl,3°,Cl,Cl,acid,polar_aprotic,low,other
2359,BrC1CCCCC1,2°,Br,O,weak_nucleophile,polar_aprotic,heat,other
2360,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_aprotic,room_temp,other
2361,CCBr,1°,Br,Cl,acid,polar_aprotic,room_temp,other
2362,CC(C)I,2°,I,RS-,strong_nucleophile,polar_aprotic,heat,SN2
2363,CCC,alkane,None,Br2,radical_source,polar_aprotic,heat,radical_substitution
2364,CC(C)(C)Br,3°,Br,O,weak_nucleophile,non_polar,room_temp,other
2365,CCC(C)(C)I,3°,I,I-,strong_nucleophile,polar_aprotic,room_temp,other
2366,CCBr,1°,Br,I-,strong_nucleophile,non_polar,low,SN2
2367,CCCCI,1°,I,CO,weak_nucleophile,polar_protic,heat,SN2
2368,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,non_polar,room_temp,other
2369,CC(C)CBr,1°,Br,Cl,acid,non_polar,room_temp,other
2370,CCC(C)(C)I,3°,I,Br,acid,non_polar,heat,other
2371,CCCCI,1°,I,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
2372,C=CC,alkene,None,Cl2,radical_source,polar_aprotic,low,electrophilic_addition
2373,CCBr,1°,Br,CC[O-],strong_base,polar_protic,low,SN2
2374,CCC(C)(C)I,3°,I,CC[O-],strong_base,polar_aprotic,heat,E2
2375,CCCCl,1°,Cl,Cl2,radical_source,polar_protic,low,other
2376,CCCCI,1°,I,Br,acid,polar_protic,heat,other
2377,CC(C)I,2°,I,Br,acid,polar_aprotic,heat,other
2378,CCCCI,1°,I,[OH-],strong_base,polar_aprotic,room_temp,SN2
2379,CC(C)(C)Cl,3°,Cl,Br2,radical_source,polar_protic,room_temp,other
2380,CI,methyl,I,CO,weak_nucleophile,polar_aprotic,room_temp,SN2
2381,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_protic,room_temp,other
2382,CC(C)(C)Br,3°,Br,CC[O-],strong_base,non_polar,low,E2
2383,CCBr,1°,Br,Br2,radical_source,polar_protic,room_temp,other
2384,CI,methyl,I,O,weak_nucleophile,polar_aprotic,heat,SN2
2385,CC(C)I,2°,I,Cl,acid,non_polar,low,other
2386,CC(C)Br,2°,Br,Br2,radical_source,polar_aprotic,heat,other
2387,CC(C)(C)Br,3°,Br,Br2,radical_source,polar_protic,low,other
2388,CCCCl,1°,Cl,CO,weak_nucleophile,polar_aprotic,low,SN2
2389,CC(C)CBr,1°,Br,Cl2,radical_source,polar_aprotic,heat,other
2390,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,polar_protic,heat,other
2391,CCC(C)(C)I,3°,I,CC[O-],strong_base,polar_aprotic,low,E2
2392,CCl,methyl,Cl,I-,strong_nucleophile,polar_protic,heat,SN2
2393,CC(C)CBr,1°,Br,Cl2,radical_source,polar_aprotic,heat,other
2394,CCC,alkane,None,Cl2,radical_source,non_polar,room_temp,radical_substitution
2395,CC(C)CBr,1°,Br,Cl,acid,polar_aprotic,room_temp,other
2396,C=CC,alkene,None,Br2,radical_source,polar_aprotic,heat,electrophilic_addition
2397,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_protic,heat,other
2398,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_aprotic,low,other
2399,CCCCl,1°,Cl,CO,weak_nucleophile,polar_aprotic,low,SN2
2400,CBr,methyl,Br,CN-,strong_nucleophile,polar_protic,heat,SN2
2401,CC(C)C,alkane,None,Br2,radical_source,polar_protic,room_temp,radical_substitution
2402,CBr,methyl,Br,Cl,acid,polar_protic,heat,other
2403,CC(C)Br,2°,Br,O,weak_nucleophile,non_polar,room_temp,other
2404,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_protic,low,other
2405,CCl,methyl,Cl,Br,acid,non_polar,room_temp,other
2406,CC(C)I,2°,I,RS-,strong_nucleophile,polar_aprotic,low,SN2
2407,CCBr,1°,Br,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
2408,CCC(C)(C)I,3°,I,Br2,radical_source,polar_protic,low,other
2409,CC(C)Br,2°,Br,CC[O-],strong_base,polar_aprotic,heat,E2
2410,CC(C)I,2°,I,Br2,radical_source,polar_aprotic,heat,other
2411,CCCCl,1°,Cl,RS-,strong_nucleophile,polar_protic,heat,SN2
2412,C=C,alkene,None,Cl,acid,non_polar,low,electrophilic_addition
2413,CCl,methyl,Cl,CN-,strong_nucleophile,non_polar,heat,SN2
2414,CCC(C)(C)I,3°,I,Br,acid,non_polar,low,other
2415,C=CC,alkene,None,Cl,acid,polar_protic,heat,electrophilic_addition
2416,CCCCl,1°,Cl,[OH-],strong_base,polar_protic,low,SN2
2417,CC(C)(C)Cl,3°,Cl,Br,acid,non_polar,room_temp,other
2418,CC(C)(C)Br,3°,Br,CC[O-],strong_base,polar_aprotic,room_temp,E2
2419,CC(C)Br,2°,Br,O,weak_nucleophile,polar_protic,low,SN1
2420,CC(C)Br,2°,Br,CC[O-],strong_base,non_polar,low,other
2421,CCCCl,1°,Cl,CN-,strong_nucleophile,polar_protic,room_temp,SN2
2422,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,polar_aprotic,heat,SN2
2423,CC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_aprotic,heat,other
2424,CC(C)Br,2°,Br,RS-,strong_nucleophile,non_polar,heat,other
2425,CCC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN1
2426,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_protic,heat,other
2427,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_protic,room_temp,other
2428,CC(C)I,2°,I,O,weak_nucleophile,polar_aprotic,room_temp,other
2429,CCl,methyl,Cl,I-,strong_nucleophile,polar_protic,low,SN2
2430,CC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_protic,low,SN1
2431,BrC1CCCCC1,2°,Br,CO,weak_nucleophile,polar_aprotic,heat,other
2432,CCCCl,1°,Cl,[OH-],strong_base,polar_aprotic,heat,SN2
2433,CC(C)CBr,1°,Br,O,weak_nucleophile,polar_aprotic,room_temp,SN2
2434,CCCCl,1°,Cl,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
2435,CCC(C)(C)Br,3°,Br,[OH-],strong_base,polar_protic,low,E2
2436,CCl,methyl,Cl,CC[O-],strong_base,polar_aprotic,room_temp,SN2
2437,CCCCl,1°,Cl,CN-,strong_nucleophile,polar_protic,heat,SN2
2438,CCCCI,1°,I,Br,acid,non_polar,room_temp,other
2439,CC(C)I,2°,I,Cl,acid,polar_protic,low,other
2440,CI,methyl,I,I-,strong_nucleophile,polar_aprotic,room_temp,SN2
2441,C=C(C)C,alkene,None,Cl,acid,non_polar,low,electrophilic_addition
2442,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,non_polar,heat,other
2443,BrC1CCCCC1,2°,Br,[OH-],strong_base,polar_aprotic,room_temp,other
2444,CCBr,1°,Br,CO,weak_nucleophile,non_polar,heat,SN2
2445,CCC(C)(C)I,3°,I,Cl,acid,non_polar,low,other
2446,CC(C)(C)Cl,3°,Cl,CC[O-],strong_base,polar_protic,room_temp,E2
2447,CCl,methyl,Cl,CN-,strong_nucleophile,non_polar,heat,SN2
2448,CCl,methyl,Cl,Br2,radical_source,polar_protic,heat,other
2449,C=CC,alkene,None,Br2,radical_source,polar_protic,heat,electrophilic_addition
2450,CI,methyl,I,O,weak_nucleophile,non_polar,heat,SN2
2451,CC(C)Br,2°,Br,Cl,acid,polar_protic,low,other
2452,CCC(C)Cl,2°,Cl,Cl,acid,polar_protic,heat,other
2453,BrC1CCCCC1,2°,Br,RS-,strong_nucleophile,polar_protic,room_temp,other
2454,CC(C)I,2°,I,CO,weak_nucleophile,polar_protic,heat,SN1
2455,CCCCI,1°,I,CO,weak_nucleophile,polar_aprotic,room_temp,SN2
2456,CBr,methyl,Br,CN-,strong_nucleophile,polar_aprotic,heat,SN2
2457,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_aprotic,room_temp,other
2458,CC(C)Br,2°,Br,CC[O-],strong_base,non_polar,low,other
2459,CC(C)I,2°,I,Cl2,radical_source,non_polar,low,other
2460,CBr,methyl,Br,O,weak_nucleophile,polar_protic,heat,SN2
2461,CC(C)Br,2°,Br,CO,weak_nucleophile,non_polar,low,other
2462,CC(C)I,2°,I,Cl,acid,polar_aprotic,heat,other
2463,CC(C)CBr,1°,Br,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
2464,BrC1CCCCC1,2°,Br,Br,acid,polar_protic,low,other
2465,C=C(C)C,alkene,None,Cl2,radical_source,non_polar,room_temp,electrophilic_addition
2466,CCCCl,1°,Cl,CO,weak_nucleophile,polar_protic,heat,SN2
2467,CC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_aprotic,room_temp,other
2468,CC(C)(C)Cl,3°,Cl,Cl,acid,polar_aprotic,heat,other
2469,CI,methyl,I,Br2,radical_source,non_polar,low,other
2470,CC(C)I,2°,I,Br,acid,polar_protic,low,other
2471,BrC1CCCCC1,2°,Br,Cl2,radical_source,polar_aprotic,low,other
2472,CCBr,1°,Br,[OH-],strong_base,polar_protic,low,SN2
2473,CCC(C)(C)I,3°,I,Br,acid,polar_aprotic,low,other
2474,CCBr,1°,Br,CN-,strong_nucleophile,polar_protic,heat,SN2
2475,CC(C)I,2°,I,CO,weak_nucleophile,polar_aprotic,room_temp,other
2476,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_protic,low,other
2477,CCCCI,1°,I,Br2,radical_source,non_polar,room_temp,other
2478,CCC(C)(C)I,3°,I,O,weak_nucleophile,polar_protic,room_temp,SN1
2479,CC(C)I,2°,I,CO,weak_nucleophile,polar_aprotic,room_temp,other
2480,CCC(C)(C)Br,3°,Br,[OH-],strong_base,polar_protic,heat,E2
2481,CCC(C)Cl,2°,Cl,Br2,radical_source,polar_protic,heat,other
2482,CCCCl,1°,Cl,RS-,strong_nucleophile,polar_protic,room_temp,SN2
2483,CCCCl,1°,Cl,O,weak_nucleophile,polar_protic,heat,SN2
2484,CC(C)CBr,1°,Br,Cl2,radical_source,non_polar,low,other
2485,CBr,methyl,Br,Cl2,radical_source,polar_aprotic,heat,other
2486,CC(C)I,2°,I,I-,strong_nucleophile,polar_protic,room_temp,other
2487,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_aprotic,heat,other
2488,CCCCI,1°,I,I-,strong_nucleophile,polar_protic,heat,SN2
2489,CCC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_aprotic,low,other
2490,C=C,alkene,None,Cl2,radical_source,polar_aprotic,low,electrophilic_addition
2491,CC(C)(C)Br,3°,Br,Cl,acid,non_polar,low,other
2492,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,low,other
2493,CBr,methyl,Br,CC[O-],strong_base,polar_aprotic,low,SN2
2494,CC(C)(C)Br,3°,Br,Cl,acid,polar_aprotic,low,other
2495,CCC(C)Cl,2°,Cl,Br,acid,non_polar,heat,other
2496,CCl,methyl,Cl,Br,acid,non_polar,room_temp,other
2497,CC(C)CBr,1°,Br,Br,acid,polar_aprotic,low,other
2498,C=C(C)C,alkene,None,Br,acid,polar_protic,low,electrophilic_addition
2499,CCl,methyl,Cl,CC[O-],strong_base,polar_aprotic,low,SN2
2500,CCC(C)(C)Br,3°,Br,[OH-],strong_base,polar_aprotic,heat,E2
2501,CCC(C)(C)Br,3°,Br,Cl,acid,polar_aprotic,heat,other
2502,CC(C)(C)Cl,3°,Cl,Br,acid,non_polar,low,other
2503,CC(C)CBr,1°,Br,CN-,strong_nucleophile,non_polar,room_temp,SN2
2504,CCC(C)Cl,2°,Cl,O,weak_nucleophile,non_polar,heat,other
2505,BrC1CCCCC1,2°,Br,CC[O-],strong_base,polar_aprotic,low,other
2506,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,polar_protic,low,other
2507,CBr,methyl,Br,Cl2,radical_source,polar_protic,heat,other
2508,CC(C)(C)Cl,3°,Cl,I-,strong_nucleophile,polar_aprotic,room_temp,other
2509,CCBr,1°,Br,Cl,acid,polar_aprotic,heat,other
2510,CCl,methyl,Cl,I-,strong_nucleophile,polar_protic,room_temp,SN2
2511,CCC(C)Cl,2°,Cl,Cl2,radical_source,polar_protic,heat,other
2512,CCBr,1°,Br,O,weak_nucleophile,polar_aprotic,low,SN2
2513,CCC(C)(C)Br,3°,Br,[OH-],strong_base,non_polar,heat,E2
2514,CCC(C)(C)Br,3°,Br,Cl,acid,polar_protic,room_temp,other
2515,CCC(C)Cl,2°,Cl,CC[O-],strong_base,non_polar,heat,E2
2516,CC(C)I,2°,I,Cl,acid,polar_aprotic,heat,other
2517,CC(C)(C)Cl,3°,Cl,Cl,acid,non_polar,room_temp,other
2518,CCCCl,1°,Cl,Cl2,radical_source,polar_protic,room_temp,other
2519,CCC(C)Cl,2°,Cl,Cl,acid,polar_aprotic,room_temp,other
2520,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,non_polar,heat,other
2521,CC(C)(C)Br,3°,Br,[OH-],strong_base,non_polar,room_temp,E2
2522,CC(C)I,2°,I,Br,acid,non_polar,room_temp,other
2523,CCC(C)(C)I,3°,I,CC[O-],strong_base,polar_aprotic,low,E2
2524,CC(C)Br,2°,Br,[OH-],strong_base,polar_protic,low,other
2525,CCCCl,1°,Cl,O,weak_nucleophile,polar_protic,room_temp,SN2
2526,CCCCI,1°,I,CC[O-],strong_base,non_polar,low,SN2
2527,CC(C)CBr,1°,Br,Br,acid,non_polar,room_temp,other
2528,CCCCI,1°,I,RS-,strong_nucleophile,polar_protic,low,SN2
2529,CC(C)I,2°,I,O,weak_nucleophile,polar_protic,low,SN1
2530,CCC(C)(C)I,3°,I,CO,weak_nucleophile,polar_aprotic,low,other
2531,BrC1CCCCC1,2°,Br,Cl,acid,non_polar,room_temp,other
2532,CCC(C)(C)I,3°,I,Cl2,radical_source,non_polar,low,other
2533,CC(C)Br,2°,Br,Cl,acid,polar_protic,heat,other
2534,CCC(C)(C)I,3°,I,Br,acid,polar_protic,low,other
2535,CC(C)Br,2°,Br,CO,weak_nucleophile,polar_protic,heat,SN1
2536,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,non_polar,heat,other
2537,C=CC,alkene,None,Br,acid,non_polar,heat,electrophilic_addition
2538,CCCCl,1°,Cl,CO,weak_nucleophile,polar_aprotic,low,SN2
2539,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,non_polar,low,other
2540,CI,methyl,I,[OH-],strong_base,polar_aprotic,low,SN2
2541,CC(C)I,2°,I,Cl2,radical_source,non_polar,room_temp,other
2542,CC(C)I,2°,I,Br,acid,polar_protic,room_temp,other
2543,CC(C)C,alkane,None,Br2,radical_source,polar_protic,heat,radical_substitution
2544,CBr,methyl,Br,Cl2,radical_source,polar_aprotic,low,other
2545,BrC1CCCCC1,2°,Br,Cl,acid,polar_aprotic,heat,other
2546,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,polar_aprotic,heat,E2
2547,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,non_polar,room_temp,other
2548,CCC(C)(C)I,3°,I,I-,strong_nucleophile,polar_aprotic,heat,other
2549,CC(C)I,2°,I,Br2,radical_source,polar_protic,room_temp,other
2550,CBr,methyl,Br,Cl,acid,polar_protic,low,other
2551,CC(C)CBr,1°,Br,[OH-],strong_base,polar_protic,heat,SN2
2552,CCC(C)Cl,2°,Cl,CO,weak_nucleophile,polar_protic,room_temp,SN1
2553,CCCCI,1°,I,O,weak_nucleophile,polar_protic,heat,SN2
2554,CCC(C)(C)I,3°,I,Br,acid,non_polar,low,other
2555,BrC1CCCCC1,2°,Br,Cl2,radical_source,polar_aprotic,low,other
2556,CCBr,1°,Br,CN-,strong_nucleophile,non_polar,heat,SN2
2557,CI,methyl,I,Cl,acid,polar_protic,low,other
2558,CC(C)(C)Cl,3°,Cl,I-,strong_nucleophile,polar_aprotic,room_temp,other
2559,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,polar_aprotic,room_temp,E2
2560,BrC1CCCCC1,2°,Br,Br,acid,polar_aprotic,heat,other
2561,CBr,methyl,Br,CN-,strong_nucleophile,non_polar,room_temp,SN2
2562,BrC1CCCCC1,2°,Br,[OH-],strong_base,polar_aprotic,heat,E2
2563,CCCCI,1°,I,CO,weak_nucleophile,polar_protic,room_temp,SN2
2564,CCBr,1°,Br,Br,acid,polar_aprotic,room_temp,other
2565,CCCCI,1°,I,CO,weak_nucleophile,polar_aprotic,room_temp,SN2
2566,CBr,methyl,Br,I-,strong_nucleophile,polar_aprotic,heat,SN2
2567,CBr,methyl,Br,I-,strong_nucleophile,non_polar,room_temp,SN2
2568,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_protic,low,SN1
2569,CCBr,1°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN2
2570,CCl,methyl,Cl,CC[O-],strong_base,polar_protic,low,SN2
2571,CCCCl,1°,Cl,RS-,strong_nucleophile,polar_protic,room_temp,SN2
2572,CC(C)(C)Cl,3°,Cl,Cl2,radical_source,non_polar,low,other
2573,CC(C)(C)Cl,3°,Cl,CO,weak_nucleophile,polar_aprotic,room_temp,other
2574,CCCCI,1°,I,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
2575,CCCCl,1°,Cl,Cl,acid,polar_aprotic,heat,other
2576,CCC(C)Cl,2°,Cl,CO,weak_nucleophile,non_polar,room_temp,other
2577,C=C,alkene,None,Cl,acid,polar_protic,low,electrophilic_addition
2578,CC(C)Br,2°,Br,O,weak_nucleophile,polar_aprotic,low,other
2579,CCl,methyl,Cl,Cl2,radical_source,polar_aprotic,low,other
2580,CC(C)I,2°,I,[OH-],strong_base,polar_protic,low,other
2581,CC(C)I,2°,I,CC[O-],strong_base,polar_protic,low,other
2582,CCl,methyl,Cl,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
2583,CCC(C)Cl,2°,Cl,[OH-],strong_base,polar_protic,room_temp,other
2584,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,polar_aprotic,low,other
2585,BrC1CCCCC1,2°,Br,CO,weak_nucleophile,non_polar,low,other
2586,CC(C)CBr,1°,Br,[OH-],strong_base,polar_protic,room_temp,SN2
2587,CCCCl,1°,Cl,O,weak_nucleophile,polar_protic,heat,SN2
2588,CC(C)CBr,1°,Br,[OH-],strong_base,polar_aprotic,low,SN2
2589,CCl,methyl,Cl,I-,strong_nucleophile,polar_protic,heat,SN2
